timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
1188016,-1.76,-0.33,-11.32,-0.00,-0.12,0.03,frisson_assis_bras_table
1188030,-1.98,-0.40,-11.22,0.01,-0.11,0.02,frisson_assis_bras_table
1188044,-2.06,-0.38,-11.23,0.02,-0.07,0.01,frisson_assis_bras_table
1188058,-1.92,-0.43,-11.24,0.02,-0.02,-0.00,frisson_assis_bras_table
1188072,-1.85,-0.46,-11.20,0.02,0.00,-0.01,frisson_assis_bras_table
1188086,-1.88,-0.52,-11.03,0.01,-0.01,-0.01,frisson_assis_bras_table
1188100,-1.74,-0.58,-11.09,0.01,-0.03,-0.01,frisson_assis_bras_table
1188114,-1.82,-0.56,-11.01,0.00,-0.03,-0.01,frisson_assis_bras_table
1188128,-1.96,-0.45,-11.30,-0.00,0.03,-0.00,frisson_assis_bras_table
1188142,-1.84,-0.39,-11.25,0.01,0.04,-0.01,frisson_assis_bras_table
1188156,-1.67,-0.42,-11.24,0.03,0.02,-0.00,frisson_assis_bras_table
1188170,-1.82,-0.48,-11.11,0.03,-0.01,-0.00,frisson_assis_bras_table
1188184,-1.88,-0.45,-11.10,0.02,0.00,-0.00,frisson_assis_bras_table
1188198,-1.87,-0.48,-11.16,0.02,0.03,-0.00,frisson_assis_bras_table
1188212,-1.89,-0.40,-11.26,0.02,0.03,-0.00,frisson_assis_bras_table
1188226,-1.86,-0.51,-11.03,0.02,0.05,-0.00,frisson_assis_bras_table
1188240,-1.82,-0.42,-11.21,0.02,0.05,-0.01,frisson_assis_bras_table
1188254,-1.69,-0.50,-11.04,0.02,0.04,-0.01,frisson_assis_bras_table
1188268,-1.82,-0.48,-11.10,0.01,0.02,-0.01,frisson_assis_bras_table
1188282,-1.84,-0.44,-11.25,0.01,0.03,-0.02,frisson_assis_bras_table
1188296,-1.72,-0.51,-11.11,0.01,0.01,-0.02,frisson_assis_bras_table
1188310,-1.70,-0.48,-11.21,0.01,0.00,-0.01,frisson_assis_bras_table
1188324,-1.71,-0.52,-11.14,0.01,-0.02,-0.00,frisson_assis_bras_table
1188338,-1.72,-0.50,-11.15,0.01,-0.06,0.00,frisson_assis_bras_table
1188352,-1.81,-0.52,-11.15,0.00,-0.12,0.01,frisson_assis_bras_table
1188366,-2.06,-0.46,-11.09,0.00,-0.10,0.01,frisson_assis_bras_table
1188380,-2.11,-0.45,-11.20,0.01,-0.03,0.01,frisson_assis_bras_table
1188394,-2.13,-0.48,-11.16,0.01,0.03,0.00,frisson_assis_bras_table
1188408,-2.13,-0.49,-11.06,0.01,0.06,-0.01,frisson_assis_bras_table
1188422,-1.88,-0.52,-11.16,0.00,0.08,-0.02,frisson_assis_bras_table
1188436,-1.85,-0.42,-11.18,0.00,0.08,-0.02,frisson_assis_bras_table
1188450,-1.82,-0.47,-11.14,0.01,0.06,-0.01,frisson_assis_bras_table
1188464,-1.99,-0.47,-11.14,0.01,0.07,-0.00,frisson_assis_bras_table
1188478,-1.92,-0.46,-11.13,0.01,0.08,-0.00,frisson_assis_bras_table
1188492,-1.89,-0.56,-10.98,0.01,0.09,-0.01,frisson_assis_bras_table
1188506,-1.85,-0.50,-11.14,0.00,0.09,-0.01,frisson_assis_bras_table
1188520,-1.82,-0.39,-11.34,0.01,0.09,-0.02,frisson_assis_bras_table
1188534,-1.87,-0.45,-11.21,0.02,0.06,-0.02,frisson_assis_bras_table
1188548,-1.72,-0.57,-10.95,0.03,0.07,-0.01,frisson_assis_bras_table
1188562,-1.74,-0.65,-10.98,0.01,0.07,-0.01,frisson_assis_bras_table
1188576,-1.86,-0.48,-11.27,0.00,0.05,-0.01,frisson_assis_bras_table
1188590,-1.86,-0.39,-11.45,0.01,0.05,-0.01,frisson_assis_bras_table
1188604,-1.81,-0.49,-11.23,0.03,0.07,-0.01,frisson_assis_bras_table
1188618,-1.59,-0.49,-11.18,0.03,0.03,0.00,frisson_assis_bras_table
1188632,-1.90,-0.51,-10.92,0.01,-0.02,0.01,frisson_assis_bras_table
1188646,-1.91,-0.51,-11.10,-0.01,0.00,0.01,frisson_assis_bras_table
1188660,-1.75,-0.52,-11.05,-0.02,-0.03,0.00,frisson_assis_bras_table
1188674,-1.97,-0.42,-11.22,-0.02,-0.02,0.00,frisson_assis_bras_table
1188688,-1.73,-0.41,-11.26,-0.01,-0.03,-0.00,frisson_assis_bras_table
1188702,-1.78,-0.45,-11.23,0.01,-0.03,0.00,frisson_assis_bras_table
1188716,-1.87,-0.42,-11.12,0.01,-0.04,0.01,frisson_assis_bras_table
1188730,-2.12,-0.56,-11.00,0.02,0.01,0.01,frisson_assis_bras_table
1188744,-2.25,-0.46,-11.01,0.02,0.07,0.01,frisson_assis_bras_table
1188758,-2.02,-0.54,-11.16,0.01,0.15,0.01,frisson_assis_bras_table
1188772,-2.11,-0.43,-11.19,0.02,0.22,0.00,frisson_assis_bras_table
1188786,-2.39,-0.36,-11.30,0.03,0.34,-0.01,frisson_assis_bras_table
